,subject,id,author,date,time,content,clean_content,refs,urls,classification
52662,/gaygen/ - bop bop bop bop edi(...),34601588,Anonymous,2/9/2024,18:28:52,https://youtu.be/qORYO0atB6g,https://youtu.be/qORYO0atB6g,[],['/qORYO0atB6g'],0
55136,I actually made it brothers,34605422,Anonymous,2/10/2024,1:11:13,>>34605413op you're gayer than me tho no cap no cap,"
op you're gayer than me tho no cap no cap",['>>34605413'],[],0
18985,New pro-hate crime bill just d(...),34566902,Anonymous,2/6/2024,22:19:41,">>34566876I didn't get HRT till I moved lol, otherwise that would have been done years ago","
I didn't get HRT till I moved lol, otherwise that would have been done years ago",['>>34566876'],[],1
49231,How to join a polycule,34600547,Anonymous,2/9/2024,16:58:23,">>34600383being a gigapassoid top should make it very easy to find people, poly or not, as long as you're willing to t4t. poly is more fun anyway thot. not passoid t4t top","
being a gigapassoid top should make it very easy to find people, poly or not, as long as you're willing to t4t. poly is more fun anyway thot. not passoid t4t top",['>>34600383'],[],1
36607,Are all trans equal pedo?,34585033,Anonymous,2/8/2024,11:59:58,">>34584823No, Blanchard worked with both pedos and trannies and never saw a noticeable overlap between the two.","
No, Blanchard worked with both pedos and trannies and never saw a noticeable overlap between the two.",['>>34584823'],[],1
4577,34546930,34550624,Anonymous,2/5/2024,15:03:05,">>34550533it's a painting of the pooner meme, so having the binder on is important and a satire of trans men","
it's a painting of the pooner meme, so having the binder on is important and a satire of trans men",['>>34550533'],[],1
45866,how to get fucked while still (...),34596011,Anonymous,2/9/2024,10:17:53,>>34595408>Money for sex toys>Can't rent a room at 18Kys,"
>Money for sex toys>Can't rent a room at 18Kys",['>>34595408'],[],1
26207,/chasergen/,34575043,Luna,2/7/2024,16:28:00,it's like youtube knowshttps://www.youtube.com/watch?v=lJrCwSxKFxs,it's like youtube knowshttps://www.youtube.com/watch?v=lJrCwSxKFxs,[],['/watch?v=lJrCwSxKFxs'],0
16514,/chasergen/ - exercise edition,34561874,Anonymous,2/6/2024,14:02:04,>>34561047i did 10 sit ups yesterday,"
i did 10 sit ups yesterday",['>>34561047'],[],0
3695,/bmg/ - boymoder general | [in(...),34514420,Anonymous,2/2/2024,17:34:19,>>34513466>implying i am taking any steps towards girlmoding/mtfg/ is down the hall and to the left,"
>implying i am taking any steps towards girlmoding/mtfg/ is down the hall and to the left",['>>34513466'],[],1
26536,34575472,34575921,Anonymous,2/7/2024,17:51:10,>>34575909People are notoriously honest on the intern,"
People are notoriously honest on the intern",['>>34575909'],[],0
68866,34619938,34620008,Anonymous,02/11/24,08:14:20,">>34619989Not only have I had sex, I also get opportunities and a lot of female (and rarely gay) attention, I'm just not interested. Incel is completely the wrong term for it.","
Not only have I had sex, I also get opportunities and a lot of female (and rarely gay) attention, I'm just not interested. Incel is completely the wrong term for it.",['>>34619989'],[],0
34866,/chasergen - love war edition,34584230,Luna,2/8/2024,10:33:41,">>34584025wild, im not chinese tho>>34584221WHAT IS THATwhy does seasoned soap exist lmfao","
wild, im not chinese tho
WHAT IS THATwhy does seasoned soap exist lmfao","['>>34584025', '>>34584221']",[],0
70509,/lesgen/ - job edition,34622191,Anonymous,02/11/24,12:15:14,>>34622050giwtwmt. lonely femme slut,"
giwtwmt. lonely femme slut",['>>34622050'],[],0
14010,34560848,34560862,Anonymous,2/6/2024,12:12:15,">>34560848>REP (Repper)>Fucking hunter schafer in the ass, and jerking hunter schafer off.","
>REP (Repper)>Fucking hunter schafer in the ass, and jerking hunter schafer off.",['>>34560848'],[],0
9807,34556579,34556604,Anonymous,2/6/2024,0:03:11,Cishet women live off attention. Being Trans is the current thing that gets you the most attention.,Cishet women live off attention. Being Trans is the current thing that gets you the most attention.,[],[],1
44836,/mtfg/ - Male to Female Genera(...),34594204,Radiochan,2/9/2024,5:56:32,>>34590922I wanted to be a girl at age 3 and my parents were very concerned about how gay I actually acted.,"
I wanted to be a girl at age 3 and my parents were very concerned about how gay I actually acted.",['>>34590922'],[],1
57138,34601766,34606761,Anonymous,2/10/2024,6:06:11,>>34603825>t. 80 iq re dditor with dunning kruger,"
>t. 80 iq re dditor with dunning kruger",['>>34603825'],[],0
3213,/mtfg/ 女らしい general,34549050,Saltine,2/5/2024,12:51:42,fuck man weird to think that kids used to send stuff like that via bluetoothdifferent time,fuck man weird to think that kids used to send stuff like that via bluetoothdifferent time,[],[],0
42306,34587152,34592110,Anonymous,2/8/2024,23:47:11,">>34592095I bought it with money I earned from my $17/h wageslave job. I think it was 700 or 900 bucks, lasted at least 4 years now.","
I bought it with money I earned from my $17/h wageslave job. I think it was 700 or 900 bucks, lasted at least 4 years now.",['>>34592095'],[],0
18604,/gaygen/ yodie land edition,34565530,Anonymous,2/6/2024,19:54:43,">>34565498the irl version works cause you ignore the person sucking, like fully the porn version doesn't work","
the irl version works cause you ignore the person sucking, like fully the porn version doesn't work",['>>34565498'],[],0
12790,34558644,34559953,Anonymous,2/6/2024,10:05:04,we really need to be focused less on who is supposedly good or bad,we really need to be focused less on who is supposedly good or bad,[],[],0
41446,wtf is Undecylate?,34591043,Anonymous,2/8/2024,22:00:06,">>34591020that sounds pretty practical especially for traveling if you don't have prescription, was very stressful flying with my enanthate vial","
that sounds pretty practical especially for traveling if you don't have prescription, was very stressful flying with my enanthate vial",['>>34591020'],[],1
46208,/mtfg/ - Male to Female Genera(...),34596435,Saltine,2/9/2024,10:52:27,">>34596223it is taking every fibre of my being today not to just fall into some sort of self loathing reply to thisbrainworms can get fucked i agreety fren>>34596251it'll pass soon enough i am sure (insert 'who are you calling 'it'' joke here, its a v good tranny joke and this is too good an example of it to leave it unsaid)just been a bad week for my mentali'll bounce back soon sorry for being a misery guts>the juxtaposition of these two posts is lovelyshe lives in a grass cave held up by a mushroom ;_;","
it is taking every fibre of my being today not to just fall into some sort of self loathing reply to thisbrainworms can get fucked i agreety fren
it'll pass soon enough i am sure (insert 'who are you calling 'it'' joke here, its a v good tranny joke and this is too good an example of it to leave it unsaid)just been a bad week for my mentali'll bounce back soon sorry for being a misery guts>the juxtaposition of these two posts is lovelyshe lives in a grass cave held up by a mushroom ;_;","['>>34596223', '>>34596251']",[],1
22455,/mtfg/ - male to female genera(...),34570851,pain,2/7/2024,8:28:53,https://youtu.be/4oBE4SBNclY?si=7LojhrU5D-k_nOv5,https://youtu.be/4oBE4SBNclY?si=7LojhrU5D-k_nOv5,[],['/4oBE4SBNclY?si=7LojhrU5D-k_nOv5'],0
